,loss_list
0,0.6659599674150959
1,0.42769611429519583
2,0.38381495160881757
3,0.35731008056133895
4,0.33050639456847597
5,0.3158957995474434
6,0.3074699960023989
7,0.2977884715335625
8,0.2881130334494688
9,0.2837799885077277
10,0.277229272595291
11,0.28123505423169337
12,0.2774825610801874
13,0.25940268061497657
14,0.25884256613181084
