,loss_list
0,0.37890875565236815
1,0.23010280782626902
2,0.1852190721694422
3,0.16257919614990854
4,0.14189680642861427
5,0.1335640081044789
6,0.12710375803902677
7,0.12093638207879825
8,0.11858621720761438
9,0.11185380570940603
10,0.10505511759764177
11,0.1058695081794693
12,0.10148974415844578
13,0.10049594659349485
14,0.10064376947236307
