,loss_list
0,0.370663801170479
1,0.18202404885151494
2,0.17278676563687242
3,0.14338439332786435
4,0.12719090146520978
5,0.12373983309494957
6,0.12559631752674846
7,0.10596155347751549
8,0.11244282463634565
9,0.10519311254770349
10,0.09957502872405709
11,0.09760050607834402
12,0.09341179372385097
13,0.09265389169398168
14,0.09506075853177565
