,loss_list
0,0.42314029909389617
1,0.3436984825586083
2,0.29877500989599204
3,0.27853279506088185
4,0.2575500899138121
5,0.2487826633842115
6,0.23506695735396926
7,0.21973951767962238
8,0.21817729563418942
9,0.2000223054318449
10,0.20827541538095445
11,0.19325274658898667
12,0.19811783050058243
13,0.19366909274868932
14,0.18269292528837924
