,loss_list
0,0.15510276678376037
1,0.1193989878692732
2,0.10275476297087803
3,0.08441064003696802
4,0.07844182274209063
5,0.07711717202673947
6,0.06951361974823449
7,0.07043149421467314
8,0.06165939914321409
9,0.06402939470378574
10,0.05889545250347553
11,0.053571158108498794
12,0.051360607076799306
13,0.05294148697019742
14,0.053605279887422634
