,loss_list
0,0.3169933298610614
1,0.2089095597995262
2,0.16642424518461
3,0.15153074816948864
4,0.13829411548851975
5,0.12256158446907317
6,0.10762335401997365
7,0.11048667567869705
8,0.09853917622319266
9,0.1011172844625838
10,0.09184321233277756
11,0.08869269854869279
12,0.08574170676033228
13,0.08345545984785395
14,0.086728421775712
