,loss_list
0,0.517610975901411
1,0.3958976325181381
2,0.35257754674107883
3,0.31586447698043774
4,0.28683154847161196
5,0.2813884901018926
6,0.2690269348310473
7,0.2552034289104603
8,0.24633235398189968
9,0.247671443795712
10,0.23058909649704493
11,0.22611542800203047
12,0.23426040468883844
13,0.2303655727607248
14,0.22509891373923918
