,loss_list
0,0.4336313000676732
1,0.3264843032108724
2,0.27873099948546315
3,0.26392005153136927
4,0.22680243800572092
5,0.2220653593134067
6,0.2073928648749664
7,0.19973344131566215
8,0.19205769109746354
9,0.1900365490403195
10,0.193491278102733
11,0.18201255986222095
12,0.17178669919738493
13,0.16988341867657983
14,0.1647375961721185
