,loss_list
0,0.2242545330654973
1,0.15203722691211638
2,0.13605346104457275
3,0.1216463743255199
4,0.11476436861101708
5,0.10470979117154644
6,0.07652099878369653
7,0.07821186428020094
8,0.07592896258509202
9,0.07088322274159312
10,0.05880019828681746
11,0.06298620927006329
12,0.0572318567853229
13,0.0693439558243927
14,0.05837272620145871
