,loss_list
0,0.14084672429421227
1,0.08801677362813247
2,0.0649294211086242
3,0.06437869672550427
4,0.05539338662163748
5,0.055042852605742834
6,0.04916853188461477
7,0.04065306521106642
8,0.035329885443976305
9,0.03626155108376334
10,0.03162537860736087
11,0.02965357868165545
12,0.02840607680771863
13,0.02698952621077158
14,0.025991810617452954
