,loss_list
0,0.2611516990807231
1,0.16840875267381475
2,0.15286546840014215
3,0.12945358679965463
4,0.11748685322285586
5,0.10813747265276293
6,0.10248394706457167
7,0.09847117604741384
8,0.09467007693937621
9,0.09573694406061695
10,0.08717614545749475
11,0.08716463724143332
12,0.07748726230261652
13,0.07738987211606099
14,0.07480807533950247
