,loss_list
0,1.7063275058372818
1,1.1474661948986473
2,1.033535822247487
3,0.9555807651581667
4,0.9000453848768057
5,0.8719593621131189
6,0.8636940482901876
7,0.8712854353701031
8,0.839657425177819
9,0.863406488713673
10,0.7714589935314015
11,0.7548911691672062
12,0.8196671420447538
13,0.7030025231077404
14,0.747239007692144
