,loss_list
0,0.27815936519711093
1,0.2293969052048835
2,0.1813382300779491
3,0.12004476284252436
4,0.10049687751176777
5,0.0944120497927853
6,0.09237364629706116
7,0.08211457113676315
8,0.07878009623979146
9,0.07511899432141494
10,0.07165531440752568
11,0.08032343862758849
12,0.06719918438482854
13,0.06631474648723751
14,0.06546244951965208
