,loss_list
0,0.5867579006663545
1,0.47029382338160974
2,0.42030166083025955
3,0.38993862416126396
4,0.33348731621252836
5,0.3192763899498075
6,0.31954724203600704
7,0.3015782223367033
8,0.2909143608992223
9,0.2863671822157348
10,0.2758638940579066
11,0.27610114903783756
12,0.2671745824371976
13,0.2591785113125162
14,0.2526419341604049
