,loss_list
0,0.6467587660658777
1,0.5502571056463527
2,0.49137318754511994
3,0.48039968054337434
4,0.46786379496945385
5,0.4861695739953217
6,0.4346217486064009
7,0.45216571057595495
8,0.4371568170236676
9,0.4222855682123713
10,0.43133794079227616
11,0.4242645670535343
12,0.2502324176726874
13,0.23731155681937516
14,0.21510847144699333
