,loss_list
0,0.409873688539649
1,0.34952230048667515
2,0.3267227138425754
3,0.3174229980985084
4,0.2966839307290654
5,0.28733974936084256
6,0.2871766760503958
7,0.2838096228513683
8,0.26883660175452395
9,0.2672737235790418
10,0.2682546416308365
11,0.2710653038999253
12,0.26714336790667864
13,0.2618690935675092
14,0.25793441631341846
