,loss_list
0,0.6553193239048933
1,0.5018627717484396
2,0.42266127176567453
3,0.38208419606658306
4,0.3583286206992206
5,0.3523299569096541
6,0.33235028549518125
7,0.3142579933072245
8,0.3143968682621143
9,0.2985297367573473
10,0.3138996529076351
11,0.29344953173123756
12,0.30139215860015145
13,0.2784426994873838
14,0.2909670410837327
