,loss_list
0,1.169607443772969
1,0.22833891838195108
2,0.2030191657284037
3,0.18372776655739295
4,0.163226942110523
5,0.1520341247018576
6,0.1464682904362168
7,0.13891222921369792
8,0.12953069942595272
9,0.13206454319984984
10,0.12214059087864246
11,0.11625533153872568
12,0.11318954615760543
13,0.10829614530594658
14,0.10703300798783474
